build,computer.platform,date,time,subject,group,blockcode,blocknum,trialcode,trialnum,expressions.trialcount,parameters.digitpresentationtime,parameters.maskpresentationtime,values.trialtype,values.digit,values.fontsize,response,correct,values.RT,latency,values.latencytype,values.responsetype,values.count_anticipatory,values.correctsuppressions,values.count_NoGo,values.incorrectsuppressions,values.count_Go,values.count_validGo,values.dostim,values.amp,values.order
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,155,155,25,90,go,6,21ptc,0,0,0,0,0,Omission,2,10,14,107,141,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,156,156,25,90,go,8,13ptc,0,0,0,0,0,Omission,2,10,14,108,142,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,157,157,25,90,go,7,19ptc,0,0,0,0,0,Omission,2,10,14,109,143,29,0.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,158,158,25,90,go,8,10ptc,0,0,0,0,0,Omission,2,10,14,110,144,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,159,159,25,90,go,8,21ptc,0,0,0,0,0,Omission,2,10,14,111,145,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,160,160,25,90,go,4,16ptc,0,0,0,0,0,Omission,2,10,14,112,146,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,nogo,161,161,25,90,nogo,3,21ptc,0,1,0,0,0,NoGo Success,2,11,15,112,146,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,162,162,25,90,go,1,16ptc,0,0,0,0,0,Omission,2,11,15,113,147,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,163,163,25,90,go,5,19ptc,0,0,0,0,0,Omission,2,11,15,114,148,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,164,164,25,90,go,6,10ptc,0,0,0,0,0,Omission,2,11,15,115,149,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,165,165,25,90,go,6,13ptc,0,0,0,0,0,Omission,2,11,15,116,150,29,0.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,166,166,25,90,go,5,10ptc,0,0,0,0,0,Omission,2,11,15,117,151,29,0.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,167,167,25,90,go,4,21ptc,0,0,0,0,0,Omission,2,11,15,118,152,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,168,168,25,90,go,8,13ptc,0,0,0,0,0,Omission,2,11,15,119,153,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,169,169,25,90,go,4,19ptc,0,0,0,0,0,Omission,2,11,15,120,154,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,nogo,170,170,25,90,nogo,3,16ptc,0,1,0,0,0,NoGo Success,2,12,16,120,154,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,171,171,25,90,go,7,19ptc,0,0,0,0,0,Omission,2,12,16,121,155,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,172,172,25,90,go,2,16ptc,0,0,0,0,0,Omission,2,12,16,122,156,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,173,173,25,90,go,1,21ptc,0,0,0,0,0,Omission,2,12,16,123,157,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,174,174,25,90,go,8,10ptc,0,0,0,0,0,Omission,2,12,16,124,158,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,175,175,25,90,go,5,13ptc,0,0,0,0,0,Omission,2,12,16,125,159,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,nogo,176,176,25,90,nogo,3,13ptc,0,1,0,0,0,NoGo Success,2,13,17,125,159,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,177,177,25,90,go,5,10ptc,0,0,0,0,0,Omission,2,13,17,126,160,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,nogo,178,178,25,90,nogo,3,16ptc,0,1,0,0,0,NoGo Success,2,14,18,126,160,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,179,179,25,90,go,9,21ptc,0,0,0,0,0,Omission,2,14,18,127,161,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,nogo,180,180,25,90,nogo,3,19ptc,0,1,0,0,0,NoGo Success,2,15,19,127,161,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,nogo,181,181,25,90,nogo,3,10ptc,0,1,0,0,0,NoGo Success,2,16,20,127,161,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,182,182,25,90,go,5,21ptc,0,0,0,0,0,Omission,2,16,20,128,162,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,nogo,183,183,25,90,nogo,3,13ptc,0,1,0,0,0,NoGo Success,2,17,21,128,162,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,184,184,25,90,go,1,16ptc,0,0,0,0,0,Omission,2,17,21,129,163,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,185,185,25,90,go,5,19ptc,0,0,0,0,0,Omission,2,17,21,130,164,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,186,186,25,90,go,6,21ptc,0,0,0,0,0,Omission,2,17,21,131,165,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,nogo,187,187,25,90,nogo,3,10ptc,0,1,0,0,0,NoGo Success,2,18,22,131,165,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,188,188,25,90,go,4,16ptc,0,0,0,0,0,Omission,2,18,22,132,166,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,189,189,25,90,go,6,19ptc,0,0,0,0,0,Omission,2,18,22,133,167,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,190,190,25,90,go,6,13ptc,0,0,0,0,0,Omission,2,18,22,134,168,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,191,191,25,90,go,1,10ptc,0,0,0,0,0,Omission,2,18,22,135,169,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,192,192,25,90,go,8,16ptc,0,0,0,0,0,Omission,2,18,22,136,170,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,nogo,193,193,25,90,nogo,3,21ptc,0,1,0,0,0,NoGo Success,2,19,23,136,170,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,194,194,25,90,go,4,13ptc,0,0,0,0,0,Omission,2,19,23,137,171,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,195,195,25,90,go,7,19ptc,0,0,0,0,0,Omission,2,19,23,138,172,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,196,196,25,90,go,9,21ptc,0,0,0,0,0,Omission,2,19,23,139,173,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,197,197,25,90,go,1,16ptc,0,0,0,0,0,Omission,2,19,23,140,174,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,198,198,25,90,go,7,19ptc,0,0,0,0,0,Omission,2,19,23,141,175,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,nogo,199,199,25,90,nogo,3,13ptc,0,1,0,0,0,NoGo Success,2,20,24,141,175,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,200,200,25,90,go,1,10ptc,0,0,0,0,0,Omission,2,20,24,142,176,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,201,201,25,90,go,4,10ptc,0,0,0,0,0,Omission,2,20,24,143,177,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,202,202,25,90,go,2,16ptc,0,0,0,0,0,Omission,2,20,24,144,178,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,203,203,25,90,go,2,21ptc,0,0,0,0,0,Omission,2,20,24,145,179,29,0.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,204,204,25,90,go,7,19ptc,0,0,0,0,0,Omission,2,20,24,146,180,29,0.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,205,205,25,90,go,2,13ptc,0,0,0,0,0,Omission,2,20,24,147,181,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,206,206,25,90,go,5,10ptc,0,0,0,0,0,Omission,2,20,24,148,182,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,207,207,25,90,go,6,13ptc,0,0,0,0,0,Omission,2,20,24,149,183,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,nogo,208,208,25,90,nogo,3,16ptc,0,1,0,0,0,NoGo Success,2,21,25,149,183,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,209,209,25,90,go,5,21ptc,0,0,0,0,0,Omission,2,21,25,150,184,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,210,210,25,90,go,9,19ptc,0,0,0,0,0,Omission,2,21,25,151,185,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,211,211,25,90,go,9,10ptc,0,0,0,0,0,Omission,2,21,25,152,186,29,1.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,212,212,25,90,go,4,16ptc,0,0,0,0,0,Omission,2,21,25,153,187,29,0.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,213,213,25,90,go,1,19ptc,0,0,0,0,0,Omission,2,21,25,154,188,29,0.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,214,214,25,90,go,6,21ptc,0,0,0,0,0,Omission,2,21,25,155,189,29,0.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,215,215,25,90,go,8,13ptc,0,0,0,0,0,Omission,2,21,25,156,190,29,0.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,216,216,25,90,go,5,19ptc,0,0,0,0,0,Omission,2,21,25,157,191,29,0.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,217,217,25,90,go,2,16ptc,0,0,0,0,0,Omission,2,21,25,158,192,29,0.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,218,218,25,90,go,5,13ptc,0,0,0,0,0,Omission,2,21,25,159,193,29,0.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,219,219,25,90,go,1,21ptc,0,0,0,0,0,Omission,2,21,25,160,194,29,0.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,220,220,25,90,go,1,10ptc,0,0,0,0,0,Omission,2,21,25,161,195,29,0.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,221,221,25,90,go,5,10ptc,0,0,0,0,0,Omission,2,21,25,162,196,29,0.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,222,222,25,90,go,5,13ptc,0,0,0,0,0,Omission,2,21,25,163,197,29,0.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,223,223,25,90,go,8,16ptc,0,0,0,0,0,Omission,2,21,25,164,198,29,0.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,224,224,25,90,go,2,21ptc,0,0,0,0,0,Omission,2,21,25,165,199,29,0.0,1,AABB
3.8.10,Windows,11122,15:28:3,999998,testrun,SART,1,go,225,225,25,90,go,2,19ptc,0,0,0,0,0,Omission,2,21,25,166,200,29,0.0,1,AABB
